State;Year;Month Code;Avg Daily Sunlight (KJ/m²)
Nevada;2006;3;16488.38652
Nevada;2006;4;22077.80601
Nevada;2006;5;26719.61622
Nevada;2006;6;27667.45671
Nevada;2006;7;27239.81443
Nevada;2006;8;25047.98780
Nevada;2006;9;20457.77936
Nevada;2006;10;14620.84405
Nevada;2006;11;9746.79159
Nevada;2006;12;8317.44788
Nevada;2007;1;9022.38544
Nevada;2007;2;11714.83066
Nevada;2007;3;17738.71099
Nevada;2007;4;21842.08482
Nevada;2007;5;27241.01016
Nevada;2007;6;28316.86157
Nevada;2007;7;26975.44172
Nevada;2007;8;24191.04664
Nevada;2007;9;20079.42992
Nevada;2007;10;14247.45590
Nevada;2007;11;10353.10982
Nevada;2007;12;8031.44103
Nevada;2008;1;8503.10255
Nevada;2008;2;12359.40498
Nevada;2008;3;17810.04097
Nevada;2008;4;23131.10170
Nevada;2008;5;25694.92587
Nevada;2008;6;28709.30220
Nevada;2008;7;27693.88803
Nevada;2008;8;24616.97555
Nevada;2008;9;20383.41254
Nevada;2008;10;14448.93992
Nevada;2008;11;9698.41493
Nevada;2008;12;8096.29022
New Hampshire;2003;1;6671.22047
New Hampshire;2003;2;10170.04986
New Hampshire;2003;3;14780.16226
New Hampshire;2003;4;17630.50687
New Hampshire;2003;5;17614.30853
New Hampshire;2003;6;21539.47291
New Hampshire;2003;7;21966.89106
New Hampshire;2003;8;19010.61047
New Hampshire;2003;9;15246.19200
New Hampshire;2003;10;9835.09342
New Hampshire;2003;11;7281.08316
New Hampshire;2003;12;5792.45572
New Hampshire;2004;1;6505.60144
New Hampshire;2004;2;10974.00394
New Hampshire;2004;3;13482.77465
New Hampshire;2004;4;18137.46142
New Hampshire;2004;5;20696.32370
New Hampshire;2004;6;21731.70384
New Hampshire;2004;7;19585.78514
New Hampshire;2004;8;19464.40943
New Hampshire;2004;9;15409.20460
New Hampshire;2004;10;12252.01851
New Hampshire;2004;11;7451.00994
New Hampshire;2004;12;5423.11222
New Hampshire;2005;1;7074.72303
New Hampshire;2005;2;10186.25310
New Hampshire;2005;3;15801.02932
New Hampshire;2005;4;18955.17785
New Hampshire;2005;5;16340.30737
New Hampshire;2005;6;22697.43816
New Hampshire;2005;7;22488.45615
New Hampshire;2005;8;19455.68557
New Hampshire;2005;9;16681.89461
New Hampshire;2005;10;9372.39381
New Hampshire;2005;11;7086.25837
New Hampshire;2005;12;6077.96547
New Hampshire;2006;1;5810.47291
New Hampshire;2006;2;8944.63519
New Hampshire;2006;3;14471.67532
New Hampshire;2006;4;19514.27954
New Hampshire;2006;5;17155.16486
New Hampshire;2006;6;17963.58026
New Hampshire;2006;7;22811.67776
New Hampshire;2006;8;20206.24001
New Hampshire;2006;9;15283.26511
New Hampshire;2006;10;10838.98591
New Hampshire;2006;11;7326.80342
New Hampshire;2006;12;5655.60813
New Hampshire;2007;1;6080.87779
New Hampshire;2007;2;9638.49580
New Hampshire;2007;3;14864.70067
New Hampshire;2007;4;15576.88819
New Hampshire;2007;5;21604.56050
New Hampshire;2007;6;22945.40630
New Hampshire;2007;7;21802.50302
New Hampshire;2007;8;20384.93074
New Hampshire;2007;9;16591.65806
New Hampshire;2007;10;11166.41744
New Hampshire;2007;11;7527.94390
New Hampshire;2007;12;5447.60834
New Hampshire;2008;1;6480.86389
New Hampshire;2008;2;8152.40776
New Hampshire;2008;3;13627.92555
New Hampshire;2008;4;19921.36825
New Hampshire;2008;5;21952.65148
New Hampshire;2008;6;21513.78411
New Hampshire;2008;7;22167.92258
New Hampshire;2008;8;19673.66264
New Hampshire;2008;9;15503.77051
New Hampshire;2008;10;11057.29479
New Hampshire;2008;11;6979.58598
New Hampshire;2008;12;5121.13493
New Jersey;2003;1;7481.38864
New Jersey;2003;2;9121.28511
New Jersey;2003;3;15263.78646
New Jersey;2003;4;18139.18997
New Jersey;2003;5;17571.29418
New Jersey;2003;6;21633.88937
New Jersey;2003;7;23759.96405
New Jersey;2003;8;20087.03861
New Jersey;2003;9;16268.95500
New Jersey;2003;10;12315.56200
New Jersey;2003;11;8863.89504
New Jersey;2003;12;7449.03447
New Jersey;2004;1;7416.67823
New Jersey;2004;2;11752.14798
New Jersey;2004;3;14407.03013
New Jersey;2004;4;18684.72566
New Jersey;2004;5;21859.33081
New Jersey;2004;6;23365.53925
New Jersey;2004;7;21478.07448
New Jersey;2004;8;20500.38345
New Jersey;2004;9;16869.00599
New Jersey;2004;10;12133.73118
New Jersey;2004;11;8193.31593
New Jersey;2004;12;7366.43703
New Jersey;2005;1;7592.04267
New Jersey;2005;2;10078.51928
New Jersey;2005;3;14141.66589
New Jersey;2005;4;19753.59207
New Jersey;2005;5;20122.03842
New Jersey;2005;6;23403.46711
New Jersey;2005;7;23631.99295
New Jersey;2005;8;20791.96484
New Jersey;2005;9;18735.40753
New Jersey;2005;10;10786.12920
New Jersey;2005;11;9397.10356
New Jersey;2005;12;7730.98902
New Jersey;2006;1;7785.44150
New Jersey;2006;2;10489.69231
New Jersey;2006;3;16100.98184
New Jersey;2006;4;20272.51284
New Jersey;2006;5;22145.22648
New Jersey;2006;6;22328.37009
New Jersey;2006;7;24197.02013
New Jersey;2006;8;22018.13778
New Jersey;2006;9;15768.66719
New Jersey;2006;10;12655.03004
New Jersey;2006;11;8796.48944
New Jersey;2006;12;7382.12451
New Jersey;2007;1;7099.14422
New Jersey;2007;2;10094.70278
New Jersey;2007;3;16069.29788
New Jersey;2007;4;16689.83901
New Jersey;2007;5;23953.36034
New Jersey;2007;6;23342.32022
New Jersey;2007;7;24593.05945
New Jersey;2007;8;20975.72546
New Jersey;2007;9;18611.18667
New Jersey;2007;10;12811.43536
New Jersey;2007;11;7978.09264
New Jersey;2007;12;6452.19232
New Jersey;2008;1;8025.60906
New Jersey;2008;2;9681.97128
New Jersey;2008;3;14747.61668
New Jersey;2008;4;19214.39480
New Jersey;2008;5;21324.46518
New Jersey;2008;6;25157.27693
New Jersey;2008;7;24467.33272
New Jersey;2008;8;22523.85265
New Jersey;2008;9;17333.57403
New Jersey;2008;10;13159.95828
New Jersey;2008;11;7941.90291
New Jersey;2008;12;6528.74376
New Mexico;2003;1;11944.23596
New Mexico;2003;2;13811.33208
New Mexico;2003;3;18550.81524
New Mexico;2003;4;23875.88301
New Mexico;2003;5;27299.33590
New Mexico;2003;6;27484.58356
New Mexico;2003;7;25855.85604
New Mexico;2003;8;23488.12221
New Mexico;2003;9;20415.37381
New Mexico;2003;10;16553.99796
New Mexico;2003;11;12433.95690
New Mexico;2003;12;10933.92135
New Mexico;2004;1;11104.24912
New Mexico;2004;2;13953.50920
New Mexico;2004;3;19190.98680
New Mexico;2004;4;22453.06022
New Mexico;2004;5;27795.68390
New Mexico;2004;6;27926.22320
New Mexico;2004;7;25141.85249
New Mexico;2004;8;23476.25373
New Mexico;2004;9;19862.80394
New Mexico;2004;10;16080.44346
New Mexico;2004;11;11087.83035
New Mexico;2004;12;10682.47023
New Mexico;2005;1;10833.35098
New Mexico;2005;2;12651.72343
New Mexico;2005;3;18182.89794
New Mexico;2005;4;23683.46280
New Mexico;2005;5;26864.31891
New Mexico;2005;6;28011.20428
New Mexico;2005;7;26025.62722
New Mexico;2005;8;22762.38813
New Mexico;2005;9;20027.00135
New Mexico;2005;10;16066.61839
New Mexico;2005;11;12909.90140
New Mexico;2005;12;11163.97387
New Mexico;2006;1;11973.48037
New Mexico;2006;2;15357.28134
New Mexico;2006;3;18273.55974
New Mexico;2006;4;23897.50119
New Mexico;2006;5;27637.16751
New Mexico;2006;6;27512.77439
New Mexico;2006;7;24816.09179
New Mexico;2006;8;22070.19713
New Mexico;2006;9;19748.37467
New Mexico;2006;10;15969.83233
New Mexico;2006;11;12828.76398
New Mexico;2006;12;10737.84312
New Mexico;2007;1;10929.10047
New Mexico;2007;2;14773.05361
New Mexico;2007;3;19384.39148
New Mexico;2007;4;23319.23047
New Mexico;2007;5;25995.14781
New Mexico;2007;6;27658.73729
New Mexico;2007;7;24945.85020
New Mexico;2007;8;23296.96025
New Mexico;2007;9;19803.28398
New Mexico;2007;10;16994.54080
New Mexico;2007;11;12503.92594
New Mexico;2007;12;10486.82091
New Mexico;2008;1;11474.15262
New Mexico;2008;2;14914.03230
New Mexico;2008;3;19984.91941
New Mexico;2008;4;24659.76707
New Mexico;2008;5;27042.32368
New Mexico;2008;6;28087.27826
New Mexico;2008;7;23369.49175
New Mexico;2008;8;22518.46297
New Mexico;2008;9;19986.92179
New Mexico;2008;10;16292.92891
New Mexico;2008;11;12775.73270
New Mexico;2008;12;10261.99387
New York;2003;1;6816.63537
New York;2003;2;9703.19946
New York;2003;3;14032.63327
New York;2003;4;17294.69591
New York;2003;5;18088.35497
New York;2003;6;20679.48810
New York;2003;7;22344.98423
New York;2003;8;19392.93975
New York;2003;9;14504.37738
New York;2003;10;9705.26961
New York;2003;11;6505.66053
New York;2003;12;5588.96443
New York;2004;1;6304.81302
New York;2004;2;10914.09888
New York;2004;3;13010.33545
New York;2004;4;17587.38727
New York;2004;5;20153.18513
New York;2004;6;21860.12831
New York;2004;7;20182.69038
New York;2004;8;18786.11615
New York;2004;9;15424.45672
New York;2004;10;10658.16897
New York;2004;11;6341.91866
New York;2004;12;5146.94350
New York;2005;1;7327.58523
New York;2005;2;9721.49561
New York;2005;3;14946.41086
New York;2005;4;18953.88508
New York;2005;5;19211.75880
New York;2005;6;22187.06865
New York;2005;7;22700.21625
New York;2005;8;19806.54921
New York;2005;9;16540.22679
New York;2005;10;8977.59185
New York;2005;11;6668.88753
New York;2005;12;5592.62096
New York;2006;1;6177.90081
New York;2006;2;8555.56640
New York;2006;3;14187.89432
New York;2006;4;18922.79849
New York;2006;5;19494.25212
New York;2006;6;18904.81445
New York;2006;7;22645.67647
New York;2006;8;20199.74131
New York;2006;9;13488.00991
New York;2006;10;9939.04057
New York;2006;11;6694.03201
New York;2006;12;5363.27076
New York;2007;1;5916.89353
New York;2007;2;9314.25960
New York;2007;3;14547.19865
New York;2007;4;14959.80745
New York;2007;5;22850.29463
New York;2007;6;22971.86305
New York;2007;7;22432.89058
New York;2007;8;20424.91368
New York;2007;9;16246.81027
New York;2007;10;10597.63483
New York;2007;11;6866.80866
New York;2007;12;5210.83901
New York;2008;1;6519.28767
New York;2008;2;8478.39904
New York;2008;3;13524.31998
New York;2008;4;19834.01947
New York;2008;5;21128.58842
New York;2008;6;21722.65794
New York;2008;7;22026.82798
New York;2008;8;19996.13220
New York;2008;9;15561.59097
New York;2008;10;11005.69471
New York;2008;11;6094.80670
New York;2008;12;4837.85540
North Carolina;2003;1;9452.88638
North Carolina;2003;2;10640.15928
North Carolina;2003;3;15495.45657
North Carolina;2003;4;19440.84391
North Carolina;2003;5;20605.51265
North Carolina;2003;6;23051.52712
North Carolina;2003;7;22686.57449
North Carolina;2003;8;20431.64741
North Carolina;2003;9;17883.22304
North Carolina;2003;10;13776.89199
North Carolina;2003;11;10331.95051
North Carolina;2003;12;9258.82131
North Carolina;2004;1;9677.13557
North Carolina;2004;2;11830.93357
North Carolina;2004;3;16045.14073
North Carolina;2004;4;20752.19565
North Carolina;2004;5;23113.74985
North Carolina;2004;6;20845.57552
North Carolina;2004;7;22846.58406
North Carolina;2004;8;20442.74278
North Carolina;2004;9;16987.97628
North Carolina;2004;10;13509.60583
North Carolina;2004;11;9775.65585
North Carolina;2004;12;9094.33754
North Carolina;2005;1;9076.37138
North Carolina;2005;2;11934.39718
North Carolina;2005;3;15590.97067
North Carolina;2005;4;20391.74794
North Carolina;2005;5;22627.93311
North Carolina;2005;6;21213.66622
North Carolina;2005;7;22603.84159
North Carolina;2005;8;20699.84271
North Carolina;2005;9;18683.50578
North Carolina;2005;10;13499.89622
North Carolina;2005;11;10736.78710
North Carolina;2005;12;8930.36152
North Carolina;2006;1;9487.82037
North Carolina;2006;2;12027.93638
North Carolina;2006;3;16532.86246
North Carolina;2006;4;21660.35651
North Carolina;2006;5;24603.31869
North Carolina;2006;6;23157.97530
North Carolina;2006;7;24747.13800
North Carolina;2006;8;20418.90284
North Carolina;2006;9;17034.98859
North Carolina;2006;10;14086.76870
North Carolina;2006;11;10528.34312
North Carolina;2006;12;8949.57451
North Carolina;2007;1;9895.57667
North Carolina;2007;2;12826.66281
North Carolina;2007;3;16589.57327
North Carolina;2007;4;21380.75881
North Carolina;2007;5;24754.84300
North Carolina;2007;6;23651.44519
North Carolina;2007;7;23981.27974
North Carolina;2007;8;23315.36208
North Carolina;2007;9;19094.72136
North Carolina;2007;10;14593.29996
North Carolina;2007;11;10577.74108
North Carolina;2007;12;7894.52965
North Carolina;2008;1;9852.95821
North Carolina;2008;2;12348.89750
North Carolina;2008;3;17083.69922
North Carolina;2008;4;19755.74806
North Carolina;2008;5;23751.17228
North Carolina;2008;6;26126.08584
North Carolina;2008;7;24702.17063
North Carolina;2008;8;22373.07117
North Carolina;2008;9;17333.87822
North Carolina;2008;10;15317.33165
North Carolina;2008;11;10599.32445
North Carolina;2008;12;8156.94441
North Dakota;2003;1;6200.78881
North Dakota;2003;2;9152.57768
North Dakota;2003;3;14179.36559
North Dakota;2003;4;19065.19108
North Dakota;2003;5;20941.00348
North Dakota;2003;6;22180.07524
North Dakota;2003;7;24988.76094
North Dakota;2003;8;21199.39645
North Dakota;2003;9;14155.36366
North Dakota;2003;10;10341.68906
North Dakota;2003;11;6492.78591
North Dakota;2003;12;5168.23647
North Dakota;2004;1;5917.09920
North Dakota;2004;2;9458.71625
North Dakota;2004;3;14709.58763
North Dakota;2004;4;18770.77135
North Dakota;2004;5;20362.36949
North Dakota;2004;6;23541.34190
North Dakota;2004;7;23682.66600
North Dakota;2004;8;19045.73534
North Dakota;2004;9;14337.77245
North Dakota;2004;10;9927.60249
North Dakota;2004;11;6578.22745
North Dakota;2004;12;4596.73218
North Dakota;2005;1;6474.95462
North Dakota;2005;2;9531.78587
North Dakota;2005;3;13147.67454
North Dakota;2005;4;18318.61626
North Dakota;2005;5;19963.62176
North Dakota;2005;6;23564.40987
North Dakota;2005;7;25271.99457
North Dakota;2005;8;21238.15814
North Dakota;2005;9;15797.82955
North Dakota;2005;10;9953.80951
North Dakota;2005;11;5721.05236
North Dakota;2005;12;4549.30085
North Dakota;2006;1;6059.95853
North Dakota;2006;2;9061.48089
North Dakota;2006;3;15213.58368
North Dakota;2006;4;19223.46894
North Dakota;2006;5;22630.21804
North Dakota;2006;6;24502.53859
North Dakota;2006;7;26351.18453
North Dakota;2006;8;20828.14082
North Dakota;2006;9;14562.43215
North Dakota;2006;10;9922.97205
North Dakota;2006;11;6123.13136
North Dakota;2006;12;4895.68059
North Dakota;2007;1;6363.30147
North Dakota;2007;2;8581.06801
North Dakota;2007;3;14252.30676
North Dakota;2007;4;19134.15023
North Dakota;2007;5;22038.94878
North Dakota;2007;6;24936.58750
North Dakota;2007;7;25409.61868
North Dakota;2007;8;20500.98046
North Dakota;2007;9;15136.29202
North Dakota;2007;10;10169.23010
North Dakota;2007;11;5693.38383
North Dakota;2007;12;5157.86632
North Dakota;2008;1;6709.49958
North Dakota;2008;2;9640.29692
North Dakota;2008;3;14238.66963
North Dakota;2008;4;19437.01969
North Dakota;2008;5;21451.83335
North Dakota;2008;6;23631.41674
North Dakota;2008;7;25345.75961
North Dakota;2008;8;21152.24878
North Dakota;2008;9;14771.13777
North Dakota;2008;10;9835.58159
North Dakota;2008;11;5886.13583
North Dakota;2008;12;4757.25635
Ohio;2003;1;6981.64432
Ohio;2003;2;8620.61651
Ohio;2003;3;13637.11288
Ohio;2003;4;18934.87116
Ohio;2003;5;19273.59394
Ohio;2003;6;22156.59346
Ohio;2003;7;23497.30792
Ohio;2003;8;19838.98540
Ohio;2003;9;16683.00465
Ohio;2003;10;12251.16790
Ohio;2003;11;7065.65915
Ohio;2003;12;5815.09479
Ohio;2004;1;6896.60623
Ohio;2004;2;10140.82747
Ohio;2004;3;11501.25522
Ohio;2004;4;17728.88840
Ohio;2004;5;20444.72883
Ohio;2004;6;22383.31954
Ohio;2004;7;21179.40694
Ohio;2004;8;20725.37135
Ohio;2004;9;17422.11484
Ohio;2004;10;12378.28932
Ohio;2004;11;6593.34315
Ohio;2004;12;6228.80060
Ohio;2005;1;6723.04082
Ohio;2005;2;8524.88126
Ohio;2005;3;13279.50352
Ohio;2005;4;17660.62849
Ohio;2005;5;20937.50450
Ohio;2005;6;22810.66320
Ohio;2005;7;23085.34859
Ohio;2005;8;19960.16328
Ohio;2005;9;17866.34648
Ohio;2005;10;11208.49492
Ohio;2005;11;7561.37026
Ohio;2005;12;5759.10434
Ohio;2006;1;6777.76447
Ohio;2006;2;9585.77214
Ohio;2006;3;12837.62650
Ohio;2006;4;20006.35169
Ohio;2006;5;20543.79321
Ohio;2006;6;22860.46479
Ohio;2006;7;23585.38539
Ohio;2006;8;21090.68795
Ohio;2006;9;15056.69109
Ohio;2006;10;11854.19274
Ohio;2006;11;7247.64656
Ohio;2006;12;6119.80073
Ohio;2007;1;6041.17450
Ohio;2007;2;9342.66130
Ohio;2007;3;13297.93721
Ohio;2007;4;16523.21824
Ohio;2007;5;23635.48500
Ohio;2007;6;24192.84894
Ohio;2007;7;23929.92638
Ohio;2007;8;21793.35686
Ohio;2007;9;18175.66023
Ohio;2007;10;12301.33339
Ohio;2007;11;7215.07210
Ohio;2007;12;5531.24679
Ohio;2008;1;6815.91876
Ohio;2008;2;8238.15903
Ohio;2008;3;12981.35983
Ohio;2008;4;18607.33901
Ohio;2008;5;20372.75980
Ohio;2008;6;23724.81673
Ohio;2008;7;24282.05619
Ohio;2008;8;22088.41755
Ohio;2008;9;17318.72643
Ohio;2008;10;12496.02181
Ohio;2008;11;6953.14464
Ohio;2008;12;5593.25258
Oklahoma;2003;1;9387.04014
Oklahoma;2003;2;10883.24864
Oklahoma;2003;3;16176.37096
Oklahoma;2003;4;21182.13179
Oklahoma;2003;5;23432.61184
Oklahoma;2003;6;24259.38040
Oklahoma;2003;7;26973.37444
Oklahoma;2003;8;22966.10309
Oklahoma;2003;9;18030.42327
Oklahoma;2003;10;14723.72184
Oklahoma;2003;11;9504.52094
Oklahoma;2003;12;9363.30722
Oklahoma;2004;1;8918.10725
Oklahoma;2004;2;11690.72333
Oklahoma;2004;3;16093.52507
Oklahoma;2004;4;20118.75189
Oklahoma;2004;5;24441.69612
Oklahoma;2004;6;23230.68263
Oklahoma;2004;7;25092.17173
Oklahoma;2004;8;22968.59626
Oklahoma;2004;9;19799.18406
Oklahoma;2004;10;13723.34645
Oklahoma;2004;11;7987.69019
Oklahoma;2004;12;9572.72453
Oklahoma;2005;1;8680.26994
Oklahoma;2005;2;11532.14610
Oklahoma;2005;3;15739.32665
Oklahoma;2005;4;21092.33926
Oklahoma;2005;5;22194.14944
Oklahoma;2005;6;26441.71147
Oklahoma;2005;7;26204.86087
Oklahoma;2005;8;22180.69316
Oklahoma;2005;9;19973.80031
Oklahoma;2005;10;14197.87242
Oklahoma;2005;11;10856.38764
Oklahoma;2005;12;9032.00862
Oklahoma;2006;1;9729.24460
Oklahoma;2006;2;12785.00384
Oklahoma;2006;3;15735.96778
Oklahoma;2006;4;21488.19741
Oklahoma;2006;5;24001.39530
Oklahoma;2006;6;26429.13406
Oklahoma;2006;7;26701.46724
Oklahoma;2006;8;22806.31582
Oklahoma;2006;9;18658.23292
Oklahoma;2006;10;14713.35492
Oklahoma;2006;11;10250.94267
Oklahoma;2006;12;9201.17338
Oklahoma;2007;1;8699.90182
Oklahoma;2007;2;12267.31405
Oklahoma;2007;3;16258.83086
Oklahoma;2007;4;19223.13019
Oklahoma;2007;5;21670.25848
Oklahoma;2007;6;22240.68448
Oklahoma;2007;7;25229.44194
Oklahoma;2007;8;23828.79026
Oklahoma;2007;9;18883.79655
Oklahoma;2007;10;15266.91594
Oklahoma;2007;11;10504.43650
Oklahoma;2007;12;8635.54828
Oklahoma;2008;1;9349.28327
Oklahoma;2008;2;12720.38261
Oklahoma;2008;3;16111.11856
Oklahoma;2008;4;21390.56740
Oklahoma;2008;5;24637.28633
Oklahoma;2008;6;25926.17870
Oklahoma;2008;7;26317.56880
Oklahoma;2008;8;21790.61157
Oklahoma;2008;9;18335.76258
Oklahoma;2008;10;14613.64950
Oklahoma;2008;11;10650.25683
Oklahoma;2008;12;8967.32439
Oregon;2003;1;5777.08832
Oregon;2003;2;9985.04728
Oregon;2003;3;12953.36830
Oregon;2003;4;17785.21223
Oregon;2003;5;23521.45851
Oregon;2003;6;28637.73913
Oregon;2003;7;28052.01246
Oregon;2003;8;23714.05751
Oregon;2003;9;18498.16787
Oregon;2003;10;12078.74346
Oregon;2003;11;6281.84556
Oregon;2003;12;4986.92646
Oregon;2004;1;5756.68667
Oregon;2004;2;9641.22582
Oregon;2004;3;15397.41054
Oregon;2004;4;21480.05941
Oregon;2004;5;24048.54314
Oregon;2004;6;27145.81050
Oregon;2004;7;27533.56726
Oregon;2004;8;22973.52835
Oregon;2004;9;17681.15947
Oregon;2004;10;11599.45935
Oregon;2004;11;7509.67878
Oregon;2004;12;5664.36726
Oregon;2005;1;6615.02212
Oregon;2005;2;11325.09550
Oregon;2005;3;14417.15663
Oregon;2005;4;17629.05292
Oregon;2005;5;22239.94251
Oregon;2005;6;25460.13714
Oregon;2005;7;27332.84848
Oregon;2005;8;25114.58319
Oregon;2005;9;18373.28644
Oregon;2005;10;11545.30013
Oregon;2005;11;7022.65083
Oregon;2005;12;5612.92923
Oregon;2006;1;5468.65424
Oregon;2006;2;10292.05579
Oregon;2006;3;13666.12465
Oregon;2006;4;19970.50632
Oregon;2006;5;25100.35495
Oregon;2006;6;26072.77129
Oregon;2006;7;27969.53510
Oregon;2006;8;24987.85539
Oregon;2006;9;18927.77272
Oregon;2006;10;12888.11648
Oregon;2006;11;6006.89075
Oregon;2006;12;5831.34783
Oregon;2007;1;7123.60940
Oregon;2007;2;8747.83095
Oregon;2007;3;14563.07831
Oregon;2007;4;19186.23712
Oregon;2007;5;26438.71360
Oregon;2007;6;26298.44176
Oregon;2007;7;26683.26712
Oregon;2007;8;24218.38060
Oregon;2007;9;18812.87320
Oregon;2007;10;11217.31265
Oregon;2007;11;7812.90979
Oregon;2007;12;5222.32200
Oregon;2008;1;6459.73218
Oregon;2008;2;10082.82990
Oregon;2008;3;13766.64323
Oregon;2008;4;19277.53568
Oregon;2008;5;23952.95435
Oregon;2008;6;26990.57074
Oregon;2008;7;27852.43855
Oregon;2008;8;23327.03387
Oregon;2008;9;19098.93492
Oregon;2008;10;11990.72209
Oregon;2008;11;6851.84206
Oregon;2008;12;5466.13896
Pennsylvania;2003;1;6901.21445
Pennsylvania;2003;2;8417.68562
Pennsylvania;2003;3;13427.91404
Pennsylvania;2003;4;17473.36506
Pennsylvania;2003;5;17068.83624
Pennsylvania;2003;6;19988.13999
Pennsylvania;2003;7;22384.88586
Pennsylvania;2003;8;19638.57122
Pennsylvania;2003;9;14890.40410
Pennsylvania;2003;10;11272.30095
Pennsylvania;2003;11;7218.24101
Pennsylvania;2003;12;5971.54244
Pennsylvania;2004;1;6652.96970
Pennsylvania;2004;2;10804.57664
Pennsylvania;2004;3;12670.46326
Pennsylvania;2004;4;17142.62513
Pennsylvania;2004;5;20612.69913
Pennsylvania;2004;6;20941.06508
Pennsylvania;2004;7;20056.88919
Pennsylvania;2004;8;19776.23672
Pennsylvania;2004;9;16082.18822
Pennsylvania;2004;10;11229.97509
Pennsylvania;2004;11;7028.40240
Pennsylvania;2004;12;5652.43324
Pennsylvania;2005;1;7058.62453
Pennsylvania;2005;2;8955.55574
Pennsylvania;2005;3;12854.97133
Pennsylvania;2005;4;18346.72745
Pennsylvania;2005;5;20241.55955
Pennsylvania;2005;6;21619.46954
Pennsylvania;2005;7;22377.98491
Pennsylvania;2005;8;19515.47946
Pennsylvania;2005;9;17369.48896
Pennsylvania;2005;10;10249.47735
Pennsylvania;2005;11;7466.96528
Pennsylvania;2005;12;5979.04845
Pennsylvania;2006;1;6450.98729
Pennsylvania;2006;2;9139.58981
Pennsylvania;2006;3;13894.04642
Pennsylvania;2006;4;19252.51473
Pennsylvania;2006;5;20427.50817
Pennsylvania;2006;6;20876.95899
Pennsylvania;2006;7;22448.18657
Pennsylvania;2006;8;20981.70206
Pennsylvania;2006;9;13628.18481
Pennsylvania;2006;10;11065.54351
Pennsylvania;2006;11;7212.01748
Pennsylvania;2006;12;6085.55946
Pennsylvania;2007;1;5872.94770
Pennsylvania;2007;2;9105.84408
Pennsylvania;2007;3;13554.43751
Pennsylvania;2007;4;15277.36567
Pennsylvania;2007;5;23638.45649
Pennsylvania;2007;6;22799.86668
Pennsylvania;2007;7;22612.88955
Pennsylvania;2007;8;20330.43145
Pennsylvania;2007;9;17530.15038
Pennsylvania;2007;10;11710.12481
Pennsylvania;2007;11;6910.02462
Pennsylvania;2007;12;5394.28949
Pennsylvania;2008;1;6991.83774
Pennsylvania;2008;2;8045.63861
Pennsylvania;2008;3;12890.94492
Pennsylvania;2008;4;18842.93004
Pennsylvania;2008;5;19874.88810
Pennsylvania;2008;6;22430.91359
Pennsylvania;2008;7;22511.67231
Pennsylvania;2008;8;21189.49688
Pennsylvania;2008;9;16436.85354
Pennsylvania;2008;10;11813.52973
Pennsylvania;2008;11;6878.35833
Pennsylvania;2008;12;5372.92483
Rhode Island;2003;1;7370.40875
Rhode Island;2003;2;9846.54013
Rhode Island;2003;3;15977.97306
Rhode Island;2003;4;17033.98279
Rhode Island;2003;5;19172.15240
Rhode Island;2003;6;20018.23275
Rhode Island;2003;7;23529.15706
Rhode Island;2003;8;20132.35488
Rhode Island;2003;9;15821.03981
Rhode Island;2003;10;11999.92032
Rhode Island;2003;11;8307.61850
Rhode Island;2003;12;7176.74262
Rhode Island;2004;1;6832.13165
Rhode Island;2004;2;11863.72069
Rhode Island;2004;3;13987.22871
Rhode Island;2004;4;17366.76869
Rhode Island;2004;5;22805.91833
Rhode Island;2004;6;23462.93804
Rhode Island;2004;7;21253.27109
Rhode Island;2004;8;20220.50464
Rhode Island;2004;9;16805.47415
Rhode Island;2004;10;12379.04036
Rhode Island;2004;11;8269.67365
Rhode Island;2004;12;6764.86349
Rhode Island;2005;1;7252.52712
Rhode Island;2005;2;10623.44580
Rhode Island;2005;3;15276.25960
Rhode Island;2005;4;20080.95652
Rhode Island;2005;5;18736.65762
Rhode Island;2005;6;24281.34579
Rhode Island;2005;7;22431.48081
Rhode Island;2005;8;20585.90109
Rhode Island;2005;9;18684.77817
Rhode Island;2005;10;10110.47847
Rhode Island;2005;11;9021.74887
Rhode Island;2005;12;7189.12770
Rhode Island;2006;1;7116.45143
Rhode Island;2006;2;10253.69509
Rhode Island;2006;3;15746.16822
Rhode Island;2006;4;18969.07092
Rhode Island;2006;5;19118.10371
Rhode Island;2006;6;19734.71548
Rhode Island;2006;7;23984.29917
Rhode Island;2006;8;21131.51738
Rhode Island;2006;9;16615.91610
Rhode Island;2006;10;12984.80153
Rhode Island;2006;11;8600.24067
Rhode Island;2006;12;6977.06722
Rhode Island;2007;1;6748.92518
Rhode Island;2007;2;10362.96205
Rhode Island;2007;3;15598.01675
Rhode Island;2007;4;16176.64481
Rhode Island;2007;5;23783.92183
Rhode Island;2007;6;23575.23438
Rhode Island;2007;7;23851.10615
Rhode Island;2007;8;21439.86603
Rhode Island;2007;9;18700.65521
Rhode Island;2007;10;12361.41972
Rhode Island;2007;11;8831.44435
Rhode Island;2007;12;6568.55990
Rhode Island;2008;1;7714.42036
Rhode Island;2008;2;9648.12800
Rhode Island;2008;3;14782.96667
Rhode Island;2008;4;18856.39906
Rhode Island;2008;5;21970.05173
Rhode Island;2008;6;24189.58871
Rhode Island;2008;7;23728.06663
Rhode Island;2008;8;21670.31191
Rhode Island;2008;9;16841.13479
