statename;Population;Total area;Land area;Water area;gdp;Population Dencity;Very useful fiture
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Indiana;1920076;20033;198974;1356;333436;95,84565467;0,006814961
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Iowa;2088070;314917;314161;757;180511;6,630540746;0,002409593
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kansas;2913123;2131;211754;1346;151677;1367,021586;0,006356432
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Kentucky;2984100;125438;121531;3907;190832;23,7894418;0,032148176
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Louisiana;2998039;28638;284332;2048;242059;104,6874433;0,007202847
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maine;3004279;137732;134771;2961;57242;21,81249818;0,021970602
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
Maryland;3101833;219882;212818;7064;365162;14,10680729;0,033192681
